id,original_id,split,audio,text,start,end,duration
23_2026-07-02_1m40s_part_002,23_2026-07-02_1m40s,train,training/segments/audio/train/23_2026-07-02_1m40s_part_002.wav,"Bağcılar Devlet Hastanesi. Hangi ürünleri tanıttınız? tanıttım. Aferin ürününü tanıttınız? Görüşmede neler konuşuldu? Yok, Parol ürününü tanıttım. Anladım. Parol ürününü tanıttınız. Görüşmede neler konuşuldu? Geri bildirim olumluydu. Geri bildirimi olumluymuş. Başka bir konu konuşuldu mu ya da sonraki aksiyon var mı? Salı tekrardan ziyaret edeceğim.",36,66,30
23_2026-07-02_1m40s_part_003,23_2026-07-02_1m40s,train,training/segments/audio/train/23_2026-07-02_1m40s_part_003.wav,"Anladım. Salı günü tekrar ziyaret edeceksiniz. Eksik bir bilgi kaldı mı notlarda? Tekrardan belirtelim. Özlüyorum, Doktor Murat Gülle'ye Bağcılar Devlet Hastanesi'nde Parol ürününün tanıtımı yapıldı. Doktorun geri bildirimi olumluydu ve salı günü tekrar ziyaret edilecek. Doğru mudur? Evet. Tamamdır, not kaydedildi. Başka bir not var mı? Teşekkür ederim, görüşmek üzere.",66,96,30
23_2026-07-02_1m40s_part_004,23_2026-07-02_1m40s,train,training/segments/audio/train/23_2026-07-02_1m40s_part_004.wav,"Ben teşekkür ederim. İyi çalışmalar, görüşmek üzere.",96,100.08,4.08
24_2026-07-02_1m42s_part_001,24_2026-07-02_1m42s,train,training/segments/audio/train/24_2026-07-02_1m42s_part_001.wav,"Merhaba Merhaba. Ziyaret notunuzu dinliyorum. Merhaba. Doktor hanımı ziyareti kaydetmek istemişsiniz. Alo, sesim geliyor mu? Evet, sesiniz geliyor. Devam edebilirsiniz. Eee bugün Murat Gülle'ye ziyaret yaptım. Teşekkürler. Hangi kurumdaydı ziyaret?",4,32,28
24_2026-07-02_1m42s_part_002,24_2026-07-02_1m42s,train,training/segments/audio/train/24_2026-07-02_1m42s_part_002.wav,Devlet hastanesinde. Anladım. Hangi ürünü tanıttınız bu ziyarette? Parol ürününü tanıttım. Görüşmede neler konuşuldu özellikle? Görüşmede ürünün nasıl olduğunu söyledi. Bu kadardı olumluydu yani. Doktor Bey'in geri bildirimi olumlu yani? Başka bir konu konuşuldu mu? Konuşulmadı. Peki bir sonraki aksiyon planı var mı?,32,62,30
24_2026-07-02_1m42s_part_003,24_2026-07-02_1m42s,train,training/segments/audio/train/24_2026-07-02_1m42s_part_003.wav,"Önümüzdeki hafta tekrardan ziyaret edeceğim. Tamamdır. Özetlersek Doktor Yunus Gülle'ye, Bağcılar Devlet Hastanesi'nde Parol ürününün tanıtımı yapıldı. Doktorun geri bildirimi olumluuydu ve bir sonraki hafta tekrar ziyaret edilecek. Başka bir not var mı? Son ismi Yunus Gülle değil, Murat Gülle'ydi. Hemen düzeltiyorum. Doktor Murat Gülle. Başka bir değişiklik var mı?",62,90,28
24_2026-07-02_1m42s_part_004,24_2026-07-02_1m42s,train,training/segments/audio/train/24_2026-07-02_1m42s_part_004.wav,Tamamdır. Notları bu şekilde kaydettim. Başka bir konuda yardımcı olabilir miyim? Görüşmek üzere. Ben teşekkür ederim. İyi çalışmalar.,92,101.952,9.952
25_2026-05-26_1m42s_part_001,25_2026-05-26_1m42s,train,training/segments/audio/train/25_2026-05-26_1m42s_part_001.wav,"Alo. Merhaba Veribase ilaç şirketinden arıyorum. Ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? Memnun oldum. İsmimi henüz alamadım ama şu an Demo Alvira, Demo Nexora ve Demo Tervix için harika bir kampanyamız var. Değerlendirmek ister misiniz? Benim ismim Berkay Berkay Bey, memnun oldum.  Şu an Demo Alvira, Demo Nexora ve Demo Tervix için harika bir kampanyamız var. Değerlendirmek ister misiniz? Evet buradayım Berkay Bey.",13,42,29
25_2026-05-26_1m42s_part_002,25_2026-05-26_1m42s,train,training/segments/audio/train/25_2026-05-26_1m42s_part_002.wav,"Demo al, rica ederim. Demo alvira ile ilgili bilgi vermek istemiştim. Devam edeyim mi? Tamam edin. Telefonu kapatabilir miyiz?",42,68,26
25_2026-05-26_1m42s_part_003,25_2026-05-26_1m42s,train,training/segments/audio/train/25_2026-05-26_1m42s_part_003.wav,Elbette görüşmeyi sonlandırabiliriz. Size başka bir konuda yardımcı olabilir miyim? Yok teşekkür ederim. Tamam kapatabilir miyiz? Görüşmeyi sonlandırıyorum. İyi günler dilerim.,68,91,23
25_2026-05-26_1m42s_part_004,25_2026-05-26_1m42s,train,training/segments/audio/train/25_2026-05-26_1m42s_part_004.wav,İyi günler.,91,102.096,11.096
26_2026-05-26_1m58s_part_001,26_2026-05-26_1m58s,train,training/segments/audio/train/26_2026-05-26_1m58s_part_001.wav,Merhaba Veribase ilaç şirketinden arıyorum ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? Ben ismim Sadettin. Alo,21,46,25
26_2026-05-26_1m58s_part_002,26_2026-05-26_1m58s,train,training/segments/audio/train/26_2026-05-26_1m58s_part_002.wav,"Memnun oldum ben Elif. Şu an demo Alira, demo Nexora ve demo Tervix için harika bir kampanyamız var. Değerlendirmek ister misiniz? Yok istemiyorum. Anladım. Başka bir isteğiniz var mı? Yok kapatabiliriz. Rica ederim. İyi günler dilerim. Hoşça kalın.",46,70,24
26_2026-05-26_1m58s_part_003,26_2026-05-26_1m58s,train,training/segments/audio/train/26_2026-05-26_1m58s_part_003.wav,Orada mısın?,83,91,8
26_2026-05-26_1m58s_part_004,26_2026-05-26_1m58s,train,training/segments/audio/train/26_2026-05-26_1m58s_part_004.wav,Rica ederim. İyi günler dilerim. Hoşça kalın.,92,118.008,26.008
27_2026-06-01_2m17s_part_001,27_2026-06-01_2m17s,train,training/segments/audio/train/27_2026-06-01_2m17s_part_001.wav,Alo Alo Alo Merhaba Veribase İlaç Stüdyosu'ndan arıyorum ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim?,3,25,22
27_2026-06-01_2m17s_part_002,27_2026-06-01_2m17s,train,training/segments/audio/train/27_2026-06-01_2m17s_part_002.wav,İsmim Mahmut. İsmim Mahmut. Orada mısın? Buradayım. İsminizi öğrenebilir miyim? ismim Mahmut.,25,51,26
27_2026-06-01_2m17s_part_003,27_2026-06-01_2m17s,train,training/segments/audio/train/27_2026-06-01_2m17s_part_003.wav,"Memnun oldum Murat Bey. Şu an Demo Alra 30 miligram kapsül, Demo Nexora damla ve Demo Servix 250 miligram şase için harika bir kampanyamız var. Değerlendirmek ister misiniz? bir düşüneyim, düşünüyorum.",51,74,23
27_2026-06-01_2m17s_part_004,27_2026-06-01_2m17s,train,training/segments/audio/train/27_2026-06-01_2m17s_part_004.wav,"Yok, istemiyorum. Yok, istemiyorum. Elbette nasıl yardımcı olabilirim? Yardımcı olamazsın. Anladım. Başka bir konuda yardımcı olabilir miyim?",74,103,29
27_2026-06-01_2m17s_part_005,27_2026-06-01_2m17s,train,training/segments/audio/train/27_2026-06-01_2m17s_part_005.wav,"Yok, olamazsın. Neden cevap vermiyorsun?",103,133,30
27_2026-06-01_2m17s_part_006,27_2026-06-01_2m17s,train,training/segments/audio/train/27_2026-06-01_2m17s_part_006.wav,"Peki görüşmek üzere, iyi günler dilerim.",133,137.088,4.088
28_2026-05-26_2m28s_part_001,28_2026-05-26_2m28s,train,training/segments/audio/train/28_2026-05-26_2m28s_part_001.wav,"Helo orada mısın? Merhaba Veribase sipariş temsilcisi Elif. Nasıl yardımcı olabilirim? Merhaba. Nasılsınız? Teşekkür ederim, ben de iyiyim. Siz nasılsınız? Bu arada Demo Alvira 30 mg kapsül, Demo Nexora damla ve Demo tervix 250 mg saşe için harika bir kampanyamız var. Değerlendirmek ister misiniz?",14,43,29
28_2026-05-26_2m28s_part_002,28_2026-05-26_2m28s,train,training/segments/audio/train/28_2026-05-26_2m28s_part_002.wav,"Yok, sağ ol. Elbette, nasıl yardımcı olabilirim? Amacınız nedir? İlaç siparişi vermek istemiştiniz değil mi? Hangi ilacı aramak istersiniz? Ee, Demo Alvira.",43,68,25
28_2026-05-26_2m28s_part_003,28_2026-05-26_2m28s,train,training/segments/audio/train/28_2026-05-26_2m28s_part_003.wav,Demo Alvira 30 mg 30 kapsül buldum. Ekleyeyim mi? Ekleyebilirsin. Ekledin mi? Henüz eklemedim. Onayınızı bekliyorum. Sepete ekleyeyim mi? Ekleyebilirsin.,68,95,27
28_2026-05-26_2m28s_part_004,28_2026-05-26_2m28s,train,training/segments/audio/train/28_2026-05-26_2m28s_part_004.wav,"Demo Alvira 30 mg kapsül sepete eklendi. Başka bir isteğiniz var mı? Tamam, şimdilik yeterli. Teşekkür ediyorum. Rica ederim. Hangi depodan sipariş vermek istersiniz? Yok, ben kapatmak istiyorum. Anladım. Ancak siparişi tamamlamamız için bir depo seçmemiz gerekiyor. Hangi depoyla çalışmak istersiniz?",95,124,29
28_2026-05-26_2m28s_part_005,28_2026-05-26_2m28s,train,training/segments/audio/train/28_2026-05-26_2m28s_part_005.wav,Sipariş vermeyeceğim. Telefonu kapatabilir miyiz? Sesim gelmiyor mu?,124,146,22
29_2026-05-26_2m47s_part_001,29_2026-05-26_2m47s,train,training/segments/audio/train/29_2026-05-26_2m47s_part_001.wav,"Alo efendim buyurun. Alo alo. Alo alo ses ver. ses ver. Kimsiniz? Merhaba, Veribase ilaç şirketinden arıyorum ben Elif. Sizinle işiyle hitap edebilmemiz için isminizi öğrenebilir miyim? Tabii ismim Mahmut.",0,28,28
29_2026-05-26_2m47s_part_002,29_2026-05-26_2m47s,train,training/segments/audio/train/29_2026-05-26_2m47s_part_002.wav,"Memnun oldum Mahmut Bey. Şu an Demo Alvira 30 miligram kapsül, Demo Nexora damla ve Demo Tervix 250 miligram şase için harika bir kampanyamız var. Değerlendirmek ister misiniz? Tekrarlayabilir misin? Elbette. Demo Alvira 30 miligram kapsül,  Demo Nexora damla ve Demo Terx 250 miligram şase için kampanyamız var. İlaç aramamı istersiniz?",28,54,26
29_2026-05-26_2m47s_part_003,29_2026-05-26_2m47s,train,training/segments/audio/train/29_2026-05-26_2m47s_part_003.wav,"Rica ederim, nasıl yardımcı olabiliriz? Buyurun, dinliyorum. Maalesef şeker için de bir ilaç bulamadım. Şurup grubunda Demo Omevia, Demo Resvona veya Demo Bronla şuruplarını önerebilirim. Bunlardan biri olabilir mi?",54,81,27
29_2026-05-26_2m47s_part_004,29_2026-05-26_2m47s,train,training/segments/audio/train/29_2026-05-26_2m47s_part_004.wav,Alo alo orada mısın? Evet buradayım Mahmut Bey. Sesimi duyabiliyor musunuz? Alo alo orada mısın?,81,109,28
29_2026-05-26_2m47s_part_005,29_2026-05-26_2m47s,train,training/segments/audio/train/29_2026-05-26_2m47s_part_005.wav,Buradayım Mahmut Bey. Sesimi duyabiliyor musunuz? Alo alo orada mısın?,109,125,16
29_2026-05-26_2m47s_part_006,29_2026-05-26_2m47s,train,training/segments/audio/train/29_2026-05-26_2m47s_part_006.wav,"Buradayım Mahmut Bey, sesim size geliyor mu? Alo alo alo alo.",125,150,25
29_2026-05-26_2m47s_part_007,29_2026-05-26_2m47s,train,training/segments/audio/train/29_2026-05-26_2m47s_part_007.wav,"Efendim buradayım. Sanırım bir bağlantı problemi var. Size yardımcı olabileceğim bir şey var mı? Yok, kapatabilirsin. Geçmiş olsun, yine bekleriz. Hoşça kalın.",150,166.824,16.824
30_2026-07-02_2m52s_part_001,30_2026-07-02_2m52s,train,training/segments/audio/train/30_2026-07-02_2m52s_part_001.wav,"Merhaba Veribase ilaç şirketinden arıyorum ismim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Evet, müsaitim buyurun.",8,30,22
30_2026-07-02_2m52s_part_002,30_2026-07-02_2m52s,train,training/segments/audio/train/30_2026-07-02_2m52s_part_002.wav,"Teşekkür ederim. Demomix 30 miligram tablet ve Demomix 10 miligram tablet ürünlerinde alım miktarına göre kampanyalarımız mevcut. Değerlendirmek ister misiniz? Yoksa başka bir şeye yardımcı olabilir miyim? Başka hangi ürünleriniz var? Elimizde Parol, Algümentin, Arveles, Stiliz Beauty Care, Stiliz Dental ve Demomix çeşitleri bulunuyor. Hangi ilacı merak etmiştiniz?",30,53,23
30_2026-07-02_2m52s_part_003,30_2026-07-02_2m52s,train,training/segments/audio/train/30_2026-07-02_2m52s_part_003.wav,"Arveles hmm Arveles'te bir kampanya var mı? Arveles için şu an bir kampanya görünmüyor ama elimizde mevcut. Başka bir konuda yardımcı olabilir miyim? hangi ürünler var demiştiniz. Parol, Algümentin, Arveles, Stiliz Beauty Care, Stiliz Dental ve Demomix çeşitlerimiz mevcut.",53,81,28
30_2026-07-02_2m52s_part_004,30_2026-07-02_2m52s,train,training/segments/audio/train/30_2026-07-02_2m52s_part_004.wav,"Yani kampanya başka kampanyanız var mı? Evet. Demomix 30 miligram tablet ve Demomix 10 miligram tablet ürünlerinde kampanyalarımız devam ediyor. Detaylı bilgi vermek , değerlendirmek ister misiniz? Şu 30 miligramın Demomix 30 miligramın kampanyası nedir? Demomix 30 miligram tablette 10 alana 6 bedava kampanyamız bulunuyor. Eklemek ister misiniz?",81,109,28
30_2026-07-02_2m52s_part_005,30_2026-07-02_2m52s,train,training/segments/audio/train/30_2026-07-02_2m52s_part_005.wav,Olur. Sepete 10 adet ekleyelim. Üzgünüm bir aksilik oldu. Demomix 30 miligram tableti tekrar eklemeyi dener misiniz? Evet. Tekrar denememe rağmen bir sorun oluştu. İsterseniz önce ilacı arayarak teyit edelim. Sonra sepete ekleyelim. Demomix 30 miligram tablet için tekrar arama yapayım mı? Otomatik olarak arama yapman lazım zaten.,109,139,30
30_2026-07-02_2m52s_part_006,30_2026-07-02_2m52s,train,training/segments/audio/train/30_2026-07-02_2m52s_part_006.wav,"Demomix 30 miligram tablet bulundu. Sepete ekleyebiliriz. Kaç adet istersiniz? 10 adet ekleyelim. 10 adet Demomix 30 miligram tableti sepete ekledim. Başka bir şeye ihtiyacınız var mı? Hayır. Demomix 30 miligramın fiyatı ne kadar? Demomix 30 miligram tabletin fiyatı 6 TL. Başka bir konuda yardımcı olabilir Yok, gayet. Teşekkür ederim.",139,169,30
30_2026-07-02_2m52s_part_007,30_2026-07-02_2m52s,train,training/segments/audio/train/30_2026-07-02_2m52s_part_007.wav,Rica ederim. İyi günler diliyorum.,169,172.44,3.44
31_2026-06-22_2m53s_part_001,31_2026-06-22_2m53s,train,training/segments/audio/train/31_2026-06-22_2m53s_part_001.wav,Merhaba Veribase İlaç şirketinden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? İsmim Mahmut. Alo. Alo. Buyurun dinliyorum.,15,42,27
31_2026-06-22_2m53s_part_002,31_2026-06-22_2m53s,train,training/segments/audio/train/31_2026-06-22_2m53s_part_002.wav,"Ben Elif. Veribase İlaç şirketinden arıyorum. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? Benim de ismim Elif. Memnun oldum Necat Bey. Şu an Demo Alvira 30 miligram kapsül, Demo Nexora damla ve Demo Tarvix 250 miligram şase için harika bir kampanyamız var. Değerlendirmek ister misiniz?",46,68,22
31_2026-06-22_2m53s_part_003,31_2026-06-22_2m53s,train,training/segments/audio/train/31_2026-06-22_2m53s_part_003.wav,: [sessizlik],68,97,29
31_2026-06-22_2m53s_part_004,31_2026-06-22_2m53s,train,training/segments/audio/train/31_2026-06-22_2m53s_part_004.wav,Alo. Necat Bey sepetiniz boş görünüyor. Hangi ilacın kampanyasını merak etmiştiniz?,97,106,9
31_2026-06-22_2m53s_part_005,31_2026-06-22_2m53s,train,training/segments/audio/train/31_2026-06-22_2m53s_part_005.wav,: [sessizlik] Pardon orada mısın?,106,130,24
32_2026-06-01_3m00s_part_001,32_2026-06-01_3m00s,train,training/segments/audio/train/32_2026-06-01_3m00s_part_001.wav,"Merhaba Veribase İlaç şirketinden arıyorum. Ben Elif. Size isminizle hitap edebilmem için isminizi öğrenebilir miyim? İsmim Berkay. Memnun oldum Berkay Bey. Şu an Demo Nexora damla, Demo tervix 250 mg saşe ve Demo Probex kapsül için harika bir kampanyamız var. Değerlendirmek ister misiniz? İste istemiyorum, yok.",13,43,30
32_2026-06-01_3m00s_part_002,32_2026-06-01_3m00s,train,training/segments/audio/train/32_2026-06-01_3m00s_part_002.wav,"Elbette, nasıl isterseniz. Başka yardımcı olabileceğimiz bir şey var mı? Yok. Peki, teşekkür ederim Berkay Bey. İyi günler dilerim. İyi günler. Rica ederim, iyi günler.",43,63,20
32_2026-06-01_3m00s_part_003,32_2026-06-01_3m00s,train,training/segments/audio/train/32_2026-06-01_3m00s_part_003.wav,Niye iade alacaktın?,76,79,3
32_2026-06-01_3m00s_part_004,32_2026-06-01_3m00s,train,training/segments/audio/train/32_2026-06-01_3m00s_part_004.wav,Niye bayram Ne olmuş?,102,128,26
33_2026-06-08_3m05s_part_001,33_2026-06-08_3m05s,train,training/segments/audio/train/33_2026-06-08_3m05s_part_001.wav,"Alo? Alo? Merhaba, Veribase İlaç Şirketi'nden arıyorum. Ben Elif. İsminizle hitap edebilmem için isminizi öğrenebilir miyim? Hasan.",1,23,22
33_2026-06-08_3m05s_part_002,33_2026-06-08_3m05s,train,training/segments/audio/train/33_2026-06-08_3m05s_part_002.wav,"Hasan. Memnun oldum Hasan Bey. Şu an Demo Melvora, Demo Biotexa ve Demo Florix için harika bir kampanyamız var. Değerlendirmek ister misiniz? Elbette, buyurun.",23,49,26
33_2026-06-08_3m05s_part_003,33_2026-06-08_3m05s,train,training/segments/audio/train/33_2026-06-08_3m05s_part_003.wav,"Hangisini Demo Alvira 30 mg kapsül, Demo Nexora damla ve Demo Tervix 250 mg saşe için kampanyalarımız mevcut. İlgilendiğiniz bir ürün var mı? Demo Nexora.",49,77,28
33_2026-06-08_3m05s_part_004,33_2026-06-08_3m05s,train,training/segments/audio/train/33_2026-06-08_3m05s_part_004.wav,"Demo Nexora damla buldum, sepete ekleyeyim mi? Ekle de mi? ekleyeyim mi dedi. Eklemeyin. Eklemeyin lütfen. 1 adet Demo Nexora damla sepete eklendi. Başka yardımcı olabileceğim bir şey var mı? Beni... beni anlayabiliyor musun?",77,107,30
33_2026-06-08_3m05s_part_005,33_2026-06-08_3m05s,train,training/segments/audio/train/33_2026-06-08_3m05s_part_005.wav,Ya arkadaş bu hali bu olmaz ya küçük çok küçük şeyle mikrofonla konuşmaya,107,129,22
33_2026-06-08_3m05s_part_006,33_2026-06-08_3m05s,train,training/segments/audio/train/33_2026-06-08_3m05s_part_006.wav,Beni anlayabiliyor musun? Sesimi alıyor musun?,129,150,21
33_2026-06-08_3m05s_part_007,33_2026-06-08_3m05s,train,training/segments/audio/train/33_2026-06-08_3m05s_part_007.wav,Sen beni duyuyor musun?,177,184.752,7.752
34_2026-06-26_3m08s_part_001,34_2026-06-26_3m08s,train,training/segments/audio/train/34_2026-06-26_3m08s_part_001.wav,"Merhaba, Veribase İlaç Şirketi'nden arıyorum. İsmim Elif. Demomix 10 mg tablet ve Demomix 30 mg tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Selam, ne haber? Aleykümselam. Size nasıl yardımcı olabilirim? Ne haber kanki? Ne haber lan?",8,38,30
34_2026-06-26_3m08s_part_002,34_2026-06-26_3m08s,train,training/segments/audio/train/34_2026-06-26_3m08s_part_002.wav,"Elif ben. Nasıl yardımcı olabilirim? Bilmiyorum, sen aradın beni. Ne ne oldu? Niye aradın beni? Ne oldu yani? Beni niye aradın? Ne oldu? Demomix 10 mg tablet ve Demomix 30 mg tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. İsterseniz bilgi verebilirim. Hadi ver bakalım.",38,67,29
34_2026-06-26_3m08s_part_003,34_2026-06-26_3m08s,train,training/segments/audio/train/34_2026-06-26_3m08s_part_003.wav,"Hemen bilgi veriyorum. Demomix 10 mg tablette 5 alana 1 bedava kampanyası var. Demomix 30 mg tablette de 3 alana 1 bedava kampanyası mevcut. Değerlendirmek ister misiniz? Kampanyaları doğru söylediğine emin misin? Bir daha bak bence. Tekrar kontrol ettim, haklısınız. Demomix 10 mg tablette 4 alana 3 bedava, Demomix 30 mg tablette de 10 alana 6 bedava kampanyası mevcut. Bu şekilde değerlendirmek ister misiniz?",67,96,29
34_2026-06-26_3m08s_part_004,34_2026-06-26_3m08s,train,training/segments/audio/train/34_2026-06-26_3m08s_part_004.wav,Olur. Hadi olur.,96,123,27
34_2026-06-26_3m08s_part_005,34_2026-06-26_3m08s,train,training/segments/audio/train/34_2026-06-26_3m08s_part_005.wav,Hangisinden ekleyelim? Ya da ikisinden de ekleyelim mi? İkisinden de 45 kutu ekle o zaman bana. Buda mısın,123,153,30
34_2026-06-26_3m08s_part_006,34_2026-06-26_3m08s,train,training/segments/audio/train/34_2026-06-26_3m08s_part_006.wav,"Elbette. Demomix 30 mg tabletten 45 kutu sepete ekliyorum. Başka bir isteğiniz var mı? Parol da ekle 5 kutu. Maalesef Parol adına rastlayamadım. Tekrar kontrol edebilir misiniz? Tamam, peki ben şimdi bunları aldım diyelim. Bu kampanyalarla kaç TL ödeyeceğim?",153,183,30
34_2026-06-26_3m08s_part_007,34_2026-06-26_3m08s,train,training/segments/audio/train/34_2026-06-26_3m08s_part_007.wav,Sepetinizde henüz ilaç bulunmadığı için fiyat hesaplayamıyorum.,183,187.632,4.632
35_2026-06-02_3m15s_part_001,35_2026-06-02_3m15s,train,training/segments/audio/train/35_2026-06-02_3m15s_part_001.wav,"Merhaba, Veribase İlaç Şirketi'nden arıyorum. Ben Elif. Size isminiz ile hitap edebilmem için isminizi öğrenebilir miyim? Abdullah. Memnun oldum Abdullah Bey. Şu an Demo Alvira 30 mg kapsül, Demo Nexora damla ve Demo Tarvix 250 mg saşe için harika bir kampanyamız var. Değerlendirmek ister misiniz?",14,41,27
35_2026-06-02_3m15s_part_002,35_2026-06-02_3m15s,train,training/segments/audio/train/35_2026-06-02_3m15s_part_002.wav,"Elbette. Yardımcı olabileceğim başka bir konu var mı? Bir dakika bekle. Tabii, bekliyorum. Kaç?",41,67,26
35_2026-06-02_3m15s_part_003,35_2026-06-02_3m15s,train,training/segments/audio/train/35_2026-06-02_3m15s_part_003.wav,"Buyurun, dinliyorum. Anlayamadım. Tekrar eder misiniz? Bekle. istersiniz?",71,83,12
36_2026-06-26_3m18s_part_001,36_2026-06-26_3m18s,train,training/segments/audio/train/36_2026-06-26_3m18s_part_001.wav,"Merhaba, Veribase İlaç Şirketinden arıyorum. İsmim Elif. Demomix 10 mg tablet ve Demomix 30 mg tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? Eee yani biraz müsaitim aslında. Tabii, hemen anlatayım. Demomix 10 mg tablet ve Demomix 30 mg tablet ürünlerinde kampanyalarımız mevcut. Değerlendirmek ister misiniz? Nasıl kampanyalar?",7,36,29
36_2026-06-26_3m18s_part_002,36_2026-06-26_3m18s,train,training/segments/audio/train/36_2026-06-26_3m18s_part_002.wav,"Demomix 10 mg tablette 4 alana 3 bedava, Demomix 30 mg tablette 10 alana 6 bedava kampanyası bulunuyor. Sepete eklemek ister misiniz? Eee o zaman bana bir 4 milyon tane ver. Hangi üründen 4 kutu istersiniz? 4 kutu değil, 4 milyon kutu istiyorum Demomix 10 mg tabletten. Maalesef 4 milyon kutu sepete eklenemiyor. Ne kadar eklememi istersiniz?",36,66,30
36_2026-06-26_3m18s_part_003,36_2026-06-26_3m18s,train,training/segments/audio/train/36_2026-06-26_3m18s_part_003.wav,Tamam vazgeçtim ekleme ya. Bana bir fikra anlatır mısınız? Elbette. Demomix 10 mg tablet için geçerli olan 4 alana 3 bedava kampanyasından bahsediyorsunuz değil mi? Bu kampanyayla minimum 4 kutu sipariş verdiğinizde 3 kutu hediye kazanıyorsunuz. Başka bir sorunuz var mı? Evet var. Eee 4 çarpı 12 kaç eder?,66,92,26
36_2026-06-26_3m18s_part_004,36_2026-06-26_3m18s,train,training/segments/audio/train/36_2026-06-26_3m18s_part_004.wav,"Sanırım hesaplama yapmak istediniz. Size bu konuda yardımcı olamıyorum ancak isterseniz Demomix 10 mg tableti sepete ekleyebiliriz. Demomix 10 mg tablet değil de başka bir ilaç yok mu elinde kampanya olmayan? Elbette, elimizde kampanya olmayan başka ürünler de var. Hangi ilaçları merak ediyorsunuz? Bana sende olan bütün ilaçları baştan sona say.",92,119,27
36_2026-06-26_3m18s_part_005,36_2026-06-26_3m18s,train,training/segments/audio/train/36_2026-06-26_3m18s_part_005.wav,"Elimizdeki ürünler: Hediye Çeki, Altın, Demomix, Test Product, Test, Test Product 3, Beach Day, Markazan, Stiliz Beauty Care, Stiliz First Aid ve Stiliz Dental. Başka bir konuda yardımcı olabilir miyim? Eee şöyle yapalım, bir daha say ama her ürünü 10 kere söyle. Üzgünüm ama tüm ürünleri 10 kez tekrarlayamam. Size nasıl yardımcı olabilirim?",119,149,30
36_2026-06-26_3m18s_part_006,36_2026-06-26_3m18s,train,training/segments/audio/train/36_2026-06-26_3m18s_part_006.wav,"Neden tekrarlayamıyorsun? Benim görevim eczane siparişleri konusunda yardımcı olmak. Belirli bir ürün veya kampanya hakkında bilgi almak ister misiniz? Tamam işte, bu da eczaneyle ilgili. Bu ürünlerin hepsini onar kere say, ona göre sipariş vereceğim. 10 kere duymam gerekiyor, ben böyle bir eczacıyım.",149,171,22
36_2026-06-26_3m18s_part_007,36_2026-06-26_3m18s,train,training/segments/audio/train/36_2026-06-26_3m18s_part_007.wav,"Anlıyorum ancak benim yeteneklerim dahilinde bu mümkün değil. İsterseniz ürün listesini tekrar edebilirim ama 10 defa değil. Ya da belirli bir ürünü sepete ekleyebiliriz. Canın sağ olsun ya, boş ver. Sen kapatır mısın telefonu?",171,197.64,26.64
37_2026-06-26_3m26s_part_001,37_2026-06-26_3m26s,train,training/segments/audio/train/37_2026-06-26_3m26s_part_001.wav,"Merhaba, Veribase İlaç Şirketi'nden arıyorum. İsmim Elif. Demomix 30 miligram tablet ve Demomix 10 miligram tablet için kampanyalarımız hakkında bilgi vermek üzere aramıştım. Müsait miydiniz? İsminiz neydi acaba? Hemen kontrol ediyorum. Demomix 30 miligram tablet için 3 alana 1 bedava kampanyamız mevcut. Değerlendirmek ister misiniz? Yok, hayır.",8,34,26
37_2026-06-26_3m26s_part_002,37_2026-06-26_3m26s,train,training/segments/audio/train/37_2026-06-26_3m26s_part_002.wav,"Ben Veribase İlaç Şirketi'nde çalışan bir sipariş temsilcisiyim. Size yardımcı olabileceğim başka bir konu var mı? Adınız ne, adınız? Adın ne? Adım Elif. Nasıl yardımcı olabilirim? Ahmet mi?",34,64,30
37_2026-06-26_3m26s_part_003,37_2026-06-26_3m26s,train,training/segments/audio/train/37_2026-06-26_3m26s_part_003.wav,"Bu görüşmede yalnızca ilaç siparişi, ürün, depo, kampanya ve fiyat işlemleri hakkında yardımcı olabilirim. Sipariş vermek istediğiniz bir ürün var mı? Olur, ben Demomix 10 mg tablet istiyorum. Demomix 10 miligram tablet buldum. Sepete ekleyeyim mi? Ne? Demomix 10 miligram tablet için 3 alana 1 bedava kampanyamız var. Sepete eklememi ister misiniz?",64,94,30
37_2026-06-26_3m26s_part_004,37_2026-06-26_3m26s,train,training/segments/audio/train/37_2026-06-26_3m26s_part_004.wav,"Demomix 10 miligram tablet için ne kampanyanız vardı? Demomix 10 miligram tablet için 4 alana 3 bedava kampanyamız mevcut. Sepete eklemek ister misiniz? bana 1 bedava kampanyası yok mu? Maalesef,  3 alana 1 bedava kampanyası görünmüyor. 4 alana 3 bedava kampanyasını değerlendirmek ister misiniz? Olur, isterim. Eee, kaç tane var elinizde?",94,124,30
